C:\Users\jaiki\Desktop\BC\Data\IMG\center_2020_04_14_17_19_34_652.jpg, C:\Users\jaiki\Desktop\BC\Data\IMG\left_2020_04_14_17_19_34_652.jpg, C:\Users\jaiki\Desktop\BC\Data\IMG\right_2020_04_14_17_19_34_652.jpg, 0, 0, 0, 3.781913E-05
C:\Users\jaiki\Desktop\BC\Data\IMG\center_2020_04_14_17_19_34_755.jpg, C:\Users\jaiki\Desktop\BC\Data\IMG\left_2020_04_14_17_19_34_755.jpg, C:\Users\jaiki\Desktop\BC\Data\IMG\right_2020_04_14_17_19_34_755.jpg, 0, 0, 0, 3.725135E-05
C:\Users\jaiki\Desktop\BC\Data\IMG\center_2020_04_14_17_19_34_859.jpg, C:\Users\jaiki\Desktop\BC\Data\IMG\left_2020_04_14_17_19_34_859.jpg, C:\Users\jaiki\Desktop\BC\Data\IMG\right_2020_04_14_17_19_34_859.jpg, 0, 0, 0, 3.746015E-05
C:\Users\jaiki\Desktop\BC\Data\IMG\center_2020_04_14_17_19_34_962.jpg, C:\Users\jaiki\Desktop\BC\Data\IMG\left_2020_04_14_17_19_34_962.jpg, C:\Users\jaiki\Desktop\BC\Data\IMG\right_2020_04_14_17_19_34_962.jpg, 0, 0, 0, 3.698427E-05
C:\Users\jaiki\Desktop\BC\Data\IMG\center_2020_04_14_17_19_35_064.jpg, C:\Users\jaiki\Desktop\BC\Data\IMG\left_2020_04_14_17_19_35_064.jpg, C:\Users\jaiki\Desktop\BC\Data\IMG\right_2020_04_14_17_19_35_064.jpg, 0, 0, 0, 3.727863E-05
C:\Users\jaiki\Desktop\BC\Data\IMG\center_2020_04_14_17_19_35_166.jpg, C:\Users\jaiki\Desktop\BC\Data\IMG\left_2020_04_14_17_19_35_166.jpg, C:\Users\jaiki\Desktop\BC\Data\IMG\right_2020_04_14_17_19_35_166.jpg, 0, 0, 0, 3.749954E-05
C:\Users\jaiki\Desktop\BC\Data\IMG\center_2020_04_14_17_19_35_267.jpg, C:\Users\jaiki\Desktop\BC\Data\IMG\left_2020_04_14_17_19_35_267.jpg, C:\Users\jaiki\Desktop\BC\Data\IMG\right_2020_04_14_17_19_35_267.jpg, 0, 0, 0, 3.666636E-05
C:\Users\jaiki\Desktop\BC\Data\IMG\center_2020_04_14_17_19_35_369.jpg, C:\Users\jaiki\Desktop\BC\Data\IMG\left_2020_04_14_17_19_35_369.jpg, C:\Users\jaiki\Desktop\BC\Data\IMG\right_2020_04_14_17_19_35_369.jpg, 0, 0, 0, 3.935574E-05
C:\Users\jaiki\Desktop\BC\Data\IMG\center_2020_04_14_17_19_35_475.jpg, C:\Users\jaiki\Desktop\BC\Data\IMG\left_2020_04_14_17_19_35_475.jpg, C:\Users\jaiki\Desktop\BC\Data\IMG\right_2020_04_14_17_19_35_475.jpg, 0, 0, 0, 3.810534E-05
C:\Users\jaiki\Desktop\BC\Data\IMG\center_2020_04_14_17_19_35_577.jpg, C:\Users\jaiki\Desktop\BC\Data\IMG\left_2020_04_14_17_19_35_577.jpg, C:\Users\jaiki\Desktop\BC\Data\IMG\right_2020_04_14_17_19_35_577.jpg, 0, 0, 0, 3.844781E-05
